Date,España,Italia,México
2022-03-18 00:00:00+00:00,11324637,13724411,5624954
2022-03-19 00:00:00+00:00,11324637,13800179,5629814
2022-03-20 00:00:00+00:00,11324637,13861743,5633928
2022-03-21 00:00:00+00:00,11324637,13895188,5634829
2022-03-22 00:00:00+00:00,11378784,13992092,5636054
2022-03-23 00:00:00+00:00,11378784,14070450,5636054
2022-03-24 00:00:00+00:00,11378784,14153098,5640305
2022-03-25 00:00:00+00:00,11451676,14229495,5647041
2022-03-26 00:00:00+00:00,11451676,14304111,5647041
2022-03-27 00:00:00+00:00,11451676,14364723,5650896
2022-03-28 00:00:00+00:00,11451676,14396283,5651553
2022-03-29 00:00:00+00:00,11508309,14496579,5654311
2022-03-30 00:00:00+00:00,11508309,14567990,5654311
2022-03-31 00:00:00+00:00,11508309,14642354,5659535
2022-04-01 00:00:00+00:00,11551574,14719394,5662073
2022-04-02 00:00:00+00:00,11551574,14790806,5665376
2022-04-03 00:00:00+00:00,11551574,14845815,5666215
2022-04-04 00:00:00+00:00,11551574,14877144,5666921
2022-04-05 00:00:00+00:00,11578653,14966058,5671144
2022-04-06 00:00:00+00:00,11578653,15035943,5683288
2022-04-07 00:00:00+00:00,11578653,15106066,5715504
2022-04-08 00:00:00+00:00,11627487,15173707,5719829
2022-04-09 00:00:00+00:00,11627487,15238128,5722596
2022-04-10 00:00:00+00:00,11627487,15292048,5722933
